URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,,,,,,,,,,,
11206.2,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,30,15,0.333333326,0.073170732,10.7,0.480373832,4.472149533,10.7,257,531,2.610465116,8,6.990583804,,,,,,,,,,,
12129.8,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,41,16,0.438596484,0.1,12.925,0.446808511,5.348723404,12.925,231,516,2.47,3,6.676356589,,,,,,,,,,,
12591.6,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,70,42,0.249999998,0.081041968,14.52222222,0.485080337,6.002921024,14.52222222,634,1301,2.65935787,10,6.849346656,,,,,,,,,,,
13053.4,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,50,64,-0.122807016,0.079831933,11.61538462,0.465231788,4.832246561,11.61538462,562,1201,2.520973154,2,6.881765196,,,,,,,,,,,
13515.2,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,40,23,0.269841266,0.073341094,13.45762712,0.552896725,5.604209538,13.45762712,439,791,2.83908046,9,7.515802781,,,,,,,,,,,
13977,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,34,31,0.046153845,0.068783069,11.15584416,0.455180442,4.644409839,11.15584416,391,858,2.603406326,7,6.678321678,,,,,,,,,,,
14438.8,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,62,26,0.409090904,0.093916756,11.8375,0.482576558,4.928030623,11.8375,457,944,2.632653061,33,6.947033898,,,,,,,,,,,
14900.6,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,68,24,0.478260864,0.085820895,11.6,0.490872211,4.836348884,11.6,484,983,2.710114703,12,7.060020346,,,,,,,,,,,
15362.4,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,29,3,0.812499975,0.065439673,16.38461538,0.551643192,6.774503431,16.38461538,235,426,2.879227053,1,7.410798122,,,,,,,,,,,
15824.2,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,84,42,0.333333331,0.130165289,88.33333333,0.448113208,35.51257862,88.33333333,475,1060,2.513592233,16,6.6,,,,,,,,,,,
16286,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,21,3,0.749999969,0.040677966,10.83673469,0.544256121,4.552396326,10.83673469,289,529,2.767891683,1,7.310018904,,,,,,,,,,,
16747.8,https://insights.blackcoffer.com/evolution-of-advertising-industry/,18,9,0.333333321,0.044776119,11.71111111,0.563567362,4.909871389,11.71111111,297,527,2.82745098,1,7.69259962,,,,,,,,,,,
17209.6,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,4,6,-0.19999998,0.037878788,21.09090909,0.538793103,8.651880878,21.09090909,125,232,2.846153846,3,7.443965517,,,,,,,,,,,
18133.2,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,28,72,-0.439999996,0.101832994,14.4516129,0.510044643,5.984663018,14.4516129,457,891,2.624137931,3,6.98989899,,,,,,,,,,,
18595,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,21,18,0.076923075,0.065656566,14.63888889,0.470588235,6.04379085,14.63888889,248,527,2.645418327,4,6.865275142,,,,,,,,,,,
19056.8,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,59,41,0.179999998,0.084175084,11.46315789,0.46097337,4.769652506,11.46315789,502,1084,2.603561387,10,6.911439114,,,,,,,,,,,
19518.6,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,43,6,0.755102025,0.08974359,10.02040816,0.537678208,4.223234548,10.02040816,264,491,2.726315789,5,7.234215886,,,,,,,,,,,
19980.4,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,9,4,0.384615355,0.03307888,16.66666667,0.454285714,6.848380952,16.66666667,159,350,2.654867257,1,6.831428571,,,,,,,,,,,
20442.2,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,26,10,0.444444432,0.056782334,14.76923077,0.477430556,6.09866453,14.76923077,275,574,2.563963964,5,6.714285714,,,,,,,,,,,
20904,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,17,11,0.214285707,0.058947368,16.04,0.498753117,6.615501247,16.04,200,400,2.849740933,2,7.21,,,,,,,,,,,
21365.8,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,19,11,0.266666658,0.082872928,9.90625,0.523659306,4.171963722,9.90625,166,314,2.876221498,1,7.423566879,,,,,,,,,,,
21827.6,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,9,3,0.499999958,0.045283019,15.28571429,0.556074766,6.336715621,15.28571429,119,214,2.955882353,3,7.61682243,,,,,,,,,,,
22289.4,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,27,40,-0.194029848,0.106858054,9.355932203,0.416666667,3.909039548,9.355932203,230,545,2.506469501,14,6.625688073,,,,,,,,,,,
22751.2,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,12,5,0.411764682,0.063909774,16.21428571,0.511013216,6.690119572,16.21428571,116,226,2.782407407,2,7.101769912,,,,,,,,,,,
23213,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,37,13,0.47999999,0.083752094,11.95454545,0.579847909,5.013757345,11.95454545,305,526,2.939096267,1,7.558935361,,,,,,,,,,,
23674.8,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,5,10,-0.333333311,0.061728395,16.91666667,0.507389163,6.969622332,16.91666667,103,201,2.790575916,5,7.164179104,,,,,,,,,,,
24136.6,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,13,28,-0.36585365,0.120588235,13.08333333,0.468152866,5.42059448,13.08333333,147,305,2.666666667,6,7.026229508,,,,,,,,,,,
24598.4,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,30,49,-0.240506326,0.064807219,13.94871795,0.534926471,5.793457768,13.94871795,582,1087,2.806331471,17,7.49126035,,,,,,,,,,,
25060.2,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,45,26,0.26760563,0.068731849,13.62666667,0.425636008,5.62092107,13.62666667,435,1014,2.544072948,19,6.6617357,,,,,,,,,,,
25522,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,37,29,0.121212119,0.062146893,12.89041096,0.432518597,5.329171822,12.89041096,407,938,2.510451045,17,6.649253731,,,,,,,,,,,
25983.8,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,27,8,0.542857127,0.05982906,7.211267606,0.470703125,3.072788292,7.211267606,241,503,2.604462475,1,6.884691849,,,,,,,,,,,
26445.6,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,46,11,0.614035077,0.06612529,12.91935484,0.459425718,5.351512223,12.91935484,368,798,2.513444302,5,6.689223058,,,,,,,,,,,
26907.4,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,34,9,0.581395335,0.109414758,17.14285714,0.5,7.057142857,17.14285714,180,358,2.742857143,9,6.944134078,,,,,,,,,,,
27369.2,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,46,18,0.437499993,0.05618964,14.48611111,0.508149569,5.997704272,14.48611111,530,1040,2.719882468,8,7.002884615,,,,,,,,,,,
27831,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,26,73,-0.47474747,0.142651297,8.554054054,0.47235387,3.61056317,8.554054054,299,627,2.581993569,12,6.821371611,,,,,,,,,,,
28292.8,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,59,25,0.4047619,0.111702128,8.987012987,0.38583815,3.749140455,8.987012987,267,687,2.392011834,6,6.531295488,,,,,,,,,,,
28754.6,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,26,35,-0.147540981,0.079118028,13.84313725,0.383852691,5.690795978,13.84313725,271,705,2.372403561,1,6.468085106,,,,,,,,,,,
29216.4,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,26,24,0.039999999,0.060459492,10.16666667,0.512295082,4.271584699,10.16666667,375,728,2.730715288,7,7.304945055,,,,,,,,,,,
29678.2,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,25,76,-0.50495049,0.141853932,9.342857143,0.47706422,3.927968545,9.342857143,312,646,2.570093458,14,6.808049536,,,,,,,,,,,
30140,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,24,14,0.263157888,0.068716094,12.78947368,0.473251029,5.305089885,12.78947368,230,485,2.550976139,6,6.806185567,,,,,,,,,,,
30601.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,12,9,0.142857136,0.062130177,18.93333333,0.471830986,7.762065728,18.93333333,134,284,2.725925926,1,7.073943662,,,,,,,,,,,
31063.6,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,29,20,0.183673466,0.0784,19.85714286,0.482014388,8.135662898,19.85714286,268,556,2.662337662,1,7.161870504,,,,,,,,,,,
31525.4,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,25,32,-0.122807015,0.06440678,12.98387097,0.475776398,5.383858946,12.98387097,383,801,2.581185567,6,6.913857678,,,,,,,,,,,
31987.2,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,38,14,0.461538453,0.018971178,8.988142292,0.399736148,3.755151376,8.988142292,909,2272,2.379227053,1,6.297535211,,,,,,,,,,,
32449,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,39,45,-0.071428571,0.075471698,11.875,0.494736842,4.947894737,11.875,517,1040,2.617125984,11,7,,,,,,,,,,,
32910.8,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,32,67,-0.35353535,0.086312118,15.37313433,0.560194175,6.373331401,15.37313433,577,1030,2.759,1,7.234951456,,,,,,,,,,,
33372.6,https://insights.blackcoffer.com/human-rights-outlook/,7,4,0.272727248,0.045833333,18.09090909,0.502512563,7.437368661,18.09090909,100,198,2.876344086,3,7.186868687,,,,,,,,,,,
33834.4,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,32,7,0.641025625,0.057692308,14.38095238,0.466887417,5.939135919,14.38095238,282,601,2.529209622,2,6.690515807,,,,,,,,,,,
34296.2,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,38,37,0.013333333,0.071292776,8.532786885,0.459173871,3.596784303,8.532786885,478,1031,2.56640625,6,6.9214355,,,,,,,,,,,
34758,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,56,18,0.513513507,0.064180399,11.76666667,0.487252125,4.901567517,11.76666667,516,1055,2.554368932,6,6.873933649,,,,,,,,,,,
35219.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,34,36,-0.028571428,0.088719898,14.29411765,0.445816187,5.895973533,14.29411765,325,724,2.570212766,4,6.854972376,,,,,,,,,,,
35681.6,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,20,47,-0.402985069,0.053386454,14.55128205,0.481938326,6.013288151,14.55128205,547,1135,2.718095238,2,7.050220264,,,,,,,,,,,
36143.4,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,20,43,-0.365079359,0.086065574,12.41509434,0.474164134,5.155703389,12.41509434,312,658,2.650316456,4,6.989361702,,,,,,,,,,,
36605.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,40,51,-0.12087912,0.112623762,9.986842105,0.467720685,4.181825116,9.986842105,355,754,2.567603748,28,6.771883289,,,,,,,,,,,
37067,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,28,30,-0.034482758,0.080443828,17.65853659,0.476519337,7.254022369,17.65853659,345,722,2.630311615,13,6.871191136,,,,,,,,,,,
37528.8,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,20,40,-0.333333328,0.063357972,12.56060606,0.487334138,5.219176079,12.56060606,404,826,2.793324775,3,7.346246973,,,,,,,,,,,
37990.6,https://insights.blackcoffer.com/travel-and-tourism-outlook/,8,6,0.142857133,0.052830188,17.23076923,0.491071429,7.088736264,17.23076923,110,223,2.802884615,3,6.99103139,,,,,,,,,,,
38452.4,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,32,49,-0.209876541,0.100371747,11.58730159,0.452054795,4.815742553,11.58730159,330,726,2.502832861,12,6.732782369,,,,,,,,,,,
38914.2,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,12,27,-0.384615375,0.066439523,13.02631579,0.472727273,5.399617225,13.02631579,234,490,2.692982456,5,6.96122449,,,,,,,,,,,
39376,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,32,57,-0.280898873,0.107617896,13.75,0.494805195,5.697922078,13.75,381,770,2.693333333,3,7.17012987,,,,,,,,,,,
39837.8,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,25,37,-0.193548384,0.089595376,14.65909091,0.469767442,6.05154334,14.65909091,303,644,2.557142857,6,6.776397516,,,,,,,,,,,
40299.6,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,3,0.249999969,0.028469751,24.55555556,0.538461538,10.03760684,24.55555556,119,221,2.767772512,1,7.285067873,,,,,,,,,,,
40761.4,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,17,5,0.545454521,0.045929019,12.61764706,0.424242424,5.216755793,12.61764706,182,426,2.542168675,3,6.744131455,,,,,,,,,,,
41223.2,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,33,55,-0.249999997,0.1232493,16.91891892,0.504792332,6.9694845,16.91891892,316,626,2.69205298,4,7.242811502,,,,,,,,,,,
41685,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,33,27,0.099999998,0.123203285,13.25714286,0.351293103,5.443374384,13.25714286,163,462,2.385809313,38,6.359307359,,,,,,,,,,,
42146.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,9,39,-0.624999987,0.05918619,13.27777778,0.489539749,5.506927011,13.27777778,351,717,2.655929722,1,7.161785216,,,,,,,,,,,
42608.6,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,17,32,-0.306122443,0.065595716,12.23214286,0.509489051,5.096652763,12.23214286,349,683,2.690936107,1,7.260614934,,,,,,,,,,,
43070.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,29,54,-0.301204816,0.100484261,13.07272727,0.49930459,5.428812745,13.07272727,359,718,2.666666667,2,7.179665738,,,,,,,,,,,
43532.2,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,20,24,-0.090909089,0.072131147,14.74358974,0.48173913,6.09013155,14.74358974,277,574,2.58259325,8,6.966898955,,,,,,,,,,,
43994,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,52,50,0.019607843,0.09631728,12.43589744,0.45257732,5.155389902,12.43589744,439,966,2.52991453,3,6.725672878,,,,,,,,,,,
44455.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,25,42,-0.253731339,0.060089686,13.64473684,0.481195757,5.65037304,13.64473684,499,1037,2.631027254,3,6.756027001,,,,,,,,,,,
44917.6,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,28,28,0,0.097560975,20.48275862,0.308080808,8.316335772,20.48275862,183,594,2.238434164,43,5.942760943,,,,,,,,,,,
45379.4,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,40,68,-0.259259257,0.087096774,15.17808219,0.480144404,6.263290638,15.17808219,532,1106,2.611162791,8,7.098553345,,,,,,,,,,,
45841.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,37,55,-0.195652172,0.114427861,9.308641975,0.401856764,3.884199496,9.308641975,303,745,2.431081081,8,6.420134228,,,,,,,,,,,
46303,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,12,17,-0.172413787,0.075129533,13.41666667,0.50621118,5.569151139,13.41666667,163,322,2.905084746,2,7.465838509,,,,,,,,,,,
46764.8,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,50,94,-0.305555553,0.088998764,14.42,0.458391123,5.951356449,14.42,661,1439,2.503287071,7,6.783182766,,,,,,,,,,,
47226.6,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,38,67,-0.276190474,0.122807017,12.97058824,0.387755102,5.343337335,12.97058824,342,875,2.357225434,35,6.326857143,,,,,,,,,,,
47688.4,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,37,69,-0.30188679,0.087675765,10.78431373,0.456363636,4.496270945,10.78431373,502,1096,2.539122137,13,6.677919708,,,,,,,,,,,
48150.2,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,44,81,-0.295999998,0.105042017,13.90243902,0.472807018,5.750098417,13.90243902,539,1138,2.577757685,8,6.857644991,,,,,,,,,,,
48612,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,24,44,-0.294117643,0.086845466,11.83050847,0.461318052,4.91673061,11.83050847,322,695,2.643410853,8,6.774100719,,,,,,,,,,,
49073.8,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,61,20,0.506172833,0.064183835,16.75757576,0.512658228,6.908093594,16.75757576,567,1104,2.718283582,3,7.212862319,,,,,,,,,,,
49535.6,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,20,27,-0.148936167,0.069321534,16.44444444,0.478040541,6.768993994,16.44444444,283,591,2.652406417,4,6.959390863,,,,,,,,,,,
49997.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,39,86,-0.375999997,0.126774848,13.55384615,0.476730988,5.612230857,13.55384615,420,877,2.663915094,7,7.027366021,,,,,,,,,,,
50459.2,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,12,20,-0.249999992,0.095808383,14.47368421,0.516363636,5.996019139,14.47368421,142,274,2.796226415,3,7.368613139,,,,,,,,,,,
50921,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,9,9,0,0.0375,14.20689655,0.495145631,5.880816873,14.20689655,204,412,2.788918206,2,7.058252427,,,,,,,,,,,
51382.8,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,27,60,-0.37931034,0.06921241,20.67272727,0.429199648,8.440770768,20.67272727,488,1137,2.720439963,3,7.08355321,,,,,,,,,,,
51844.6,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,85,35,0.416666663,0.096230954,14.86842105,0.485840708,6.141704704,14.86842105,549,1125,2.599457505,1,7.027555556,,,,,,,,,,,
52306.4,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,31,25,0.107142855,0.054848188,13.08955224,0.483466363,5.429207441,13.08955224,424,875,2.705463183,7,7.112,,,,,,,,,,,
52768.2,https://insights.blackcoffer.com/continued-demand-for-sustainability/,30,22,0.153846151,0.085245901,17.38709677,0.576994434,7.185636483,17.38709677,311,539,2.871892925,1,7.512059369,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
